"0.167","Oct 28, 2015, 11:00 UTC"
"0.166","Sep 30, 2015, 10:00 UTC"
"0.165","Aug 26, 2015, 09:00 UTC"
"0.164","Jul 29, 2015, 10:00 UTC"
"0.163","Jun 24, 2015, 10:00 UTC"
"0.162","May 27, 2015, 10:00 UTC"
"0.161","Apr 29, 2015, 10:00 UTC"
"0.160","Mar 25, 2015, 11:00 UTC"
"0.159","Feb 25, 2015, 11:00 UTC"
"0.158","Jan 28, 2015, 15:00 UTC"
"0.157","Dec 31, 2014, 10:00 UTC"
"0.156","Nov 26, 2014, 13:00 UTC"
"0.155","Oct 15, 2014, 08:00 UTC"
"0.154","Jul 23, 2014, 09:00 UTC"
"0.153","Apr 7, 2014, 10:00 UTC"
"0.152","Dec 24, 2013, 08:00 UTC"
"0.151","Nov 5, 2013, 10:00 UTC"
"0.150","Sep 17, 2013, 12:00 UTC"
"0.149u1","Jul 23, 2013, 12:00 UTC"
"0.149","Jun 11, 2013, 11:00 UTC"
"0.148u5","May 20, 2013, 08:00 UTC"
"0.148u4","Apr 30, 2013, 09:00 UTC"
"0.148u3","Apr 9, 2013, 10:00 UTC"
"0.148u2","Mar 19, 2013, 09:00 UTC"
"0.148u1","Feb 11, 2013, 08:00 UTC"
"0.148","Jan 11, 2013, 12:00 UTC"
"0.147u4","Dec 17, 2012, 08:00 UTC"
"0.147u3","Nov 19, 2012, 10:00 UTC"
"0.147u2","Oct 30, 2012, 10:00 UTC"
"0.147u1","Oct 8, 2012, 08:00 UTC"
"0.147","Sep 17, 2012, 00:11 UTC"
"0.146u5","Aug 20, 2012, 09:00 UTC"
"0.146u4","Jul 30, 2012, 09:17 UTC"
"0.146u3","Jul 15, 2012, 12:00 UTC"
"0.146u2","Jul 2, 2012, 07:24 UTC"
"0.146u1","Jun 11, 2012, 09:00 UTC"
"0.146","May 21, 2012, 08:00 UTC"
"0.145u8","May 7, 2012, 07:43 UTC"
"0.145u7","Apr 22, 2012, 14:18 UTC"
"0.145u6","Apr 8, 2012, 14:30 UTC"
"0.145u5","Mar 25, 2012, 14:02 UTC"
"0.145u4","Mar 11, 2012, 18:45 UTC"
"0.145u3","Feb 26, 2012, 20:00 UTC"
"0.145u2","Feb 26, 2012, 15:00 UTC"
"0.145u1","Feb 19, 2012, 18:00 UTC"
"0.145","Feb 5, 2012, 20:30 UTC"
"0.144u7","Jan 29, 2012, 17:30 UTC"
"0.144u6","Jan 15, 2012, 22:00 UTC"
"0.144u5","Jan 8, 2012, 18:00 UTC"
"0.144u4","Dec 24, 2011, 22:30 UTC"
"0.144u3","Dec 14, 2011, 22:00 UTC"
"0.144u2","Dec 4, 2011, 20:00 UTC"
"0.144u1","Nov 27, 2011, 14:30 UTC"
"0.144","Nov 14, 2011, 23:00 UTC"
"0.143u9","Oct 27, 2011, 20:00 UTC"
"0.143u8","Oct 23, 2011, 15:09 UTC"
"0.143u7","Oct 10, 2011, 22:00 UTC"
"0.143u6","Sep 20, 2011, 21:30 UTC"
"0.143u5","Sep 6, 2011, 14:41 UTC"
"0.143u4","Aug 25, 2011, 18:45 UTC"
"0.143u3","Aug 14, 2011, 23:10 UTC"
"0.143u2","Jul 26, 2011, 22:45 UTC"
"0.143u1","Jul 11, 2011, 20:00 UTC"
"0.143","Jun 28, 2011, 17:30 UTC"
"0.142u6","Jun 19, 2011, 20:00 UTC"
"0.142u5","Jun 5, 2011, 23:30 UTC"
"0.142u4","May 24, 2011, 00:16 UTC"
"0.142u3","May 8, 2011, 20:00 UTC"
"0.142u2","Apr 25, 2011, 15:24 UTC"
"0.142u1","Apr 19, 2011, 18:00 UTC"
"0.142","Apr 3, 2011, 06:38 UTC"
"0.141u4","Mar 25, 2011, 16:02 UTC"
"0.141u3","Feb 28, 2011, 10:15 UTC"
"0.141u2","Feb 9, 2011, 16:30 UTC"
"0.141u1","Jan 24, 2011, 05:56 UTC"
"0.141","Dec 31, 2010, 23:59 UTC"
"0.140u3","Dec 23, 2010, 10:39 UTC"
"0.140u2","Dec 8, 2010, 08:00 UTC"
"0.140u1","Nov 8, 2010, 10:00 UTC"
"0.140","Oct 21, 2010, 06:19 UTC"
"0.139u4","Oct 14, 2010, 08:00 UTC"
"0.139u3","Sep 19, 2010, 05:52 UTC"
"0.139u2","Aug 30, 2010, 16:45 UTC"
"0.139u1","Aug 12, 2010, 04:25 UTC"
"0.139","Jul 29, 2010, 19:00 UTC"
"0.138u4","Jul 22, 2010, 05:24 UTC"
"0.138u3","Jul 6, 2010, 18:30 UTC"
"0.138u2","Jun 17, 2010, 14:00 UTC"
"0.138u1","May 27, 2010, 06:50 UTC"
"0.138","May 15, 2010, 20:30 UTC"
"0.137u4","May 5, 2010, 05:00 UTC"
"0.137u3","Apr 22, 2010, 01:12 UTC"
"0.137u2","Apr 8, 2010, 11:00 UTC"
"0.137u1","Mar 25, 2010, 18:30 UTC"
"0.137","Mar 11, 2010, 21:30 UTC"
"0.136u4","Mar 4, 2010, 08:30 UTC"
"0.136u3","Feb 14, 2010, 18:09 UTC"
"0.136u2","Jan 28, 2010, 08:03 UTC"
"0.136u1","Jan 16, 2010, 07:30 UTC"
"0.136","Dec 31, 2009, 22:03 UTC"
"0.135u4","Dec 23, 2009, 18:10 UTC"
"0.135u3","Dec 11, 2009, 06:19 UTC"
"0.135u2","Nov 30, 2009, 01:48 UTC"
"0.135u1","Nov 20, 2009, 06:50 UTC"
"0.135","Oct 31, 2009, 22:48 UTC"
"0.134u4","Oct 25, 2009, 05:34 UTC"
"0.134u3","Oct 12, 2009, 08:45 UTC"
"0.134u2","Oct 4, 2009, 05:09 UTC"
"0.134u1","Sep 24, 2009, 07:56 UTC"
"0.134","Sep 10, 2009, 08:41 UTC"
"0.133u5","Sep 7, 2009, 01:34 UTC"
"0.133u4","Aug 29, 2009, 23:18 UTC"
"0.133u3","Aug 21, 2009, 01:53 UTC"
"0.133u2","Aug 13, 2009, 05:56 UTC"
"0.133u1","Aug 2, 2009, 23:42 UTC"
"0.133","Jul 20, 2009, 07:22 UTC"
"0.132u5","Jul 16, 2009, 07:38 UTC"
"0.132u4","Jul 10, 2009, 03:10 UTC"
"0.132u3","Jul 2, 2009, 07:54 UTC"
"0.132u2","Jun 25, 2009, 08:21 UTC"
"0.132u1","Jun 18, 2009, 07:00 UTC"
"0.132","Jun 8, 2009, 07:28 UTC"
"0.131u4","Jun 4, 2009, 15:33 UTC"
"0.131u3","May 28, 2009, 15:59 UTC"
"0.131u2","May 14, 2009, 16:30 UTC"
"0.131u1","May 7, 2009, 15:46 UTC"
"0.131","Apr 23, 2009, 05:44 UTC"
"0.130u4","Apr 16, 2009, 07:48 UTC"
"0.130u3","Apr 10, 2009, 01:58 UTC"
"0.130u2","Mar 28, 2009, 22:11 UTC"
"0.130u1","Mar 19, 2009, 10:00 UTC"
"0.130","Mar 9, 2009, 06:09 UTC"
"0.129u6","Mar 5, 2009, 09:39 UTC"
"0.129u5","Feb 26, 2009, 09:19 UTC"
"0.129u4","Feb 17, 2009, 16:30 UTC"
"0.129u3","Jan 29, 2009, 10:42 UTC"
"0.129u2","Jan 22, 2009, 13:04 UTC"
"0.129u1","Jan 15, 2009, 08:55 UTC"
"0.129","Jan 4, 2009, 23:31 UTC"
"0.128u7","Dec 22, 2008, 05:39 UTC"
"0.128u6","Dec 15, 2008, 02:29 UTC"
"0.128u5","Dec 6, 2008, 17:54 UTC"
"0.128u4","Nov 24, 2008, 04:10 UTC"
"0.128u3","Nov 9, 2008, 02:00 UTC"
"0.128u2","Nov 2, 2008, 03:11 UTC"
"0.128u1","Oct 23, 2008, 18:18 UTC"
"0.128","Oct 16, 2008, 08:59 UTC"
"0.127u8","Oct 13, 2008, 08:38 UTC"
"0.127u7","Oct 9, 2008, 15:29 UTC"
"0.127u6","Oct 2, 2008, 06:00 UTC"
"0.127u5","Sep 26, 2008, 13:43 UTC"
"0.127u4","Sep 18, 2008, 17:00 UTC"
"0.127u3","Sep 11, 2008, 16:30 UTC"
"0.127u2","Sep 4, 2008, 16:00 UTC"
"0.127u1","Aug 28, 2008, 15:00 UTC"
"0.127","Aug 19, 2008, 09:00 UTC"
"0.126u5","Aug 14, 2008, 08:00 UTC"
"0.126u4","Aug 7, 2008, 16:30 UTC"
"0.126u3","Jul 31, 2008, 09:00 UTC"
"0.126u2","Jul 24, 2008, 17:00 UTC"
"0.126u1","Jul 17, 2008, 10:00 UTC"
"0.126","Jul 7, 2008, 01:00 UTC"
"0.125u9","Jul 3, 2008, 15:00 UTC"
"0.125u8","Jun 27, 2008, 00:04 UTC"
"0.125u7","Jun 26, 2008, 16:00 UTC"
"0.125u6","Jun 17, 2008, 16:00 UTC"
"0.125u5","Jun 12, 2008, 20:00 UTC"
"0.125u4","Jun 5, 2008, 16:00 UTC"
"0.125u3","May 29, 2008, 00:00 UTC"
"0.125u2","May 21, 2008, 00:00 UTC"
"0.125u1","May 15, 2008, 10:00 UTC"
"0.125","May 5, 2008, 00:00 UTC"
"0.124u5","May 1, 2008, 15:00 UTC"
"0.124u4","Apr 24, 2008, 00:00 UTC"
"0.124u3","Apr 17, 2008, 00:00 UTC"
"0.124u2","Apr 12, 2008, 09:00 UTC"
"0.124u1","Apr 3, 2008, 08:00 UTC"
"0.124a","Mar 24, 2008, 23:00 UTC"
"0.124","Mar 24, 2008, 00:00 UTC"
"0.123u6","Mar 19, 2008, 00:00 UTC"
"0.123u5","Mar 14, 2008, 00:00 UTC"
"0.123u4","Mar 6, 2008, 00:00 UTC"
"0.123u3","Feb 27, 2008, 00:00 UTC"
"0.123u2","Feb 21, 2008, 00:00 UTC"
"0.123u1","Feb 13, 2008, 00:00 UTC"
"0.123","Feb 5, 2008, 00:00 UTC"
"0.122u8","Feb 3, 2008, 22:00 UTC"
"0.122u7","Jan 25, 2008, 00:00 UTC"
"0.122u6","Jan 17, 2008, 00:00 UTC"
"0.122u5","Jan 11, 2008, 00:00 UTC"
"0.122u4","Jan 7, 2008, 00:00 UTC"
"0.122u3","Jan 3, 2008, 00:00 UTC"
"0.122u2","Dec 30, 2007, 00:00 UTC"
"0.122u1","Dec 23, 2007, 00:00 UTC"
"0.122","Dec 18, 2007, 00:00 UTC"
"0.121u4","Dec 13, 2007, 00:00 UTC"
"0.121u3","Dec 6, 2007, 00:00 UTC"
"0.121u2","Nov 29, 2007, 00:00 UTC"
"0.121u1","Nov 22, 2007, 00:00 UTC"
"0.121","Nov 18, 2007, 00:00 UTC"
"0.120u4","Nov 15, 2007, 00:00 UTC"
"0.120u3","Nov 8, 2007, 00:00 UTC"
"0.120u2","Nov 1, 2007, 00:00 UTC"
"0.120u1","Oct 24, 2007, 00:00 UTC"
"0.120","Oct 15, 2007, 00:00 UTC"
"0.119u4","Oct 11, 2007, 00:00 UTC"
"0.119u3","Oct 5, 2007, 00:00 UTC"
"0.119u2","Sep 29, 2007, 00:00 UTC"
"0.119u1","Sep 22, 2007, 00:00 UTC"
"0.119","Sep 13, 2007, 00:00 UTC"
"0.118u6","Sep 11, 2007, 00:00 UTC"
"0.118u5","Sep 6, 2007, 00:00 UTC"
"0.118u4","Aug 30, 2007, 00:00 UTC"
"0.118u3","Aug 23, 2007, 00:00 UTC"
"0.118u2","Aug 15, 2007, 00:00 UTC"
"0.118u1","Aug 10, 2007, 00:00 UTC"
"0.118","Aug 5, 2007, 00:00 UTC"
"0.117u3","Aug 1, 2007, 00:00 UTC"
"0.117u2","Jul 26, 2007, 00:00 UTC"
"0.117u1","Jul 19, 2007, 00:00 UTC"
"0.117","Jul 10, 2007, 00:00 UTC"
"0.116u4","Jul 5, 2007, 00:00 UTC"
"0.116u3","Jun 28, 2007, 00:00 UTC"
"0.116u2","Jun 20, 2007, 00:00 UTC"
"0.116u1","Jun 15, 2007, 00:00 UTC"
"0.116","Jun 10, 2007, 00:00 UTC"
"0.115u4","Jun 6, 2007, 00:00 UTC"
"0.115u3","May 30, 2007, 00:00 UTC"
"0.115u2","May 22, 2007, 00:00 UTC"
"0.115u1","May 16, 2007, 00:00 UTC"
"0.115","May 6, 2007, 00:00 UTC"
"0.114u4","May 3, 2007, 00:00 UTC"
"0.114u3","Apr 26, 2007, 00:00 UTC"
"0.114u2","Apr 19, 2007, 00:00 UTC"
"0.114u1","Apr 12, 2007, 00:00 UTC"
"0.114","Apr 2, 2007, 00:00 UTC"
"0.113u4","Mar 29, 2007, 00:00 UTC"
"0.113u3","Mar 22, 2007, 00:00 UTC"
"0.113u2","Mar 15, 2007, 00:00 UTC"
"0.113u1","Mar 8, 2007, 00:00 UTC"
"0.113","Mar 5, 2007, 00:00 UTC"
"0.112u4","Mar 1, 2007, 00:00 UTC"
"0.112u3","Feb 26, 2007, 00:00 UTC"
"0.112u2","Feb 18, 2007, 00:00 UTC"
"0.112u1","Feb 12, 2007, 00:00 UTC"
"0.112","Feb 5, 2007, 00:00 UTC"
"0.111u6","Jan 29, 2007, 00:00 UTC"
"0.111u5","Jan 25, 2007, 00:00 UTC"
"0.111u4","Jan 18, 2007, 00:00 UTC"
"0.111u3","Jan 10, 2007, 00:00 UTC"
"0.111u2","Jan 4, 2007, 00:00 UTC"
"0.111u1","Dec 27, 2006, 00:00 UTC"
"0.111","Dec 10, 2006, 00:00 UTC"
"0.110u5","Dec 7, 2006, 00:00 UTC"
"0.110u4","Nov 30, 2006, 00:00 UTC"
"0.110u3","Nov 25, 2006, 00:00 UTC"
"0.110u2","Nov 16, 2006, 00:00 UTC"
"0.110u1","Nov 9, 2006, 00:00 UTC"
"0.110","Nov 5, 2006, 00:00 UTC"
"0.109u5","Nov 2, 2006, 00:00 UTC"
"0.109u4","Oct 26, 2006, 00:00 UTC"
"0.109u3","Oct 19, 2006, 00:00 UTC"
"0.109u2","Oct 13, 2006, 00:00 UTC"
"0.109u1","Oct 6, 2006, 00:00 UTC"
"0.109","Sep 26, 2006, 00:00 UTC"
"0.108u5","Sep 21, 2006, 00:00 UTC"
"0.108u4","Sep 14, 2006, 00:00 UTC"
"0.108u3","Sep 7, 2006, 00:00 UTC"
"0.108u2","Aug 31, 2006, 00:00 UTC"
"0.108u1","Aug 24, 2006, 00:00 UTC"
"0.108","Aug 20, 2006, 00:00 UTC"
"0.107u4","Aug 17, 2006, 00:00 UTC"
"0.107u3","Aug 10, 2006, 00:00 UTC"
"0.107u2","Aug 3, 2006, 00:00 UTC"
"0.107u1","Jul 29, 2006, 00:00 UTC"
"0.107","Jul 23, 2006, 00:00 UTC"
"0.106u13","Jul 20, 2006, 00:00 UTC"
"0.106u12","Jul 16, 2006, 00:00 UTC"
"0.106u11","Jul 10, 2006, 00:00 UTC"
"0.106u10","Jul 4, 2006, 00:00 UTC"
"0.106u9","Jun 28, 2006, 00:00 UTC"
"0.106u8","Jun 26, 2006, 00:00 UTC"
"0.106u7","Jun 22, 2006, 00:00 UTC"
"0.106u6","Jun 18, 2006, 00:00 UTC"
"0.106u5","Jun 8, 2006, 00:00 UTC"
"0.106u4","Jun 5, 2006, 00:00 UTC"
"0.106u3","Jun 1, 2006, 00:00 UTC"
"0.106u2","May 25, 2006, 00:00 UTC"
"0.106u1","May 18, 2006, 00:00 UTC"
"0.106","May 13, 2006, 00:00 UTC"
"0.105u5","May 11, 2006, 00:00 UTC"
"0.105u4","May 3, 2006, 00:00 UTC"
"0.105u3","Apr 27, 2006, 00:00 UTC"
"0.105u2","Apr 19, 2006, 00:00 UTC"
"0.105u1","Apr 13, 2006, 00:00 UTC"
"0.105","Apr 4, 2006, 00:00 UTC"
"0.104u9","Apr 2, 2006, 00:00 UTC"
"0.104u8","Mar 30, 2006, 00:00 UTC"
"0.104u7","Mar 23, 2006, 00:00 UTC"
"0.104u6","Mar 16, 2006, 00:00 UTC"
"0.104u5","Mar 9, 2006, 00:00 UTC"
"0.104u4","Mar 2, 2006, 00:00 UTC"
"0.104u3","Feb 22, 2006, 00:00 UTC"
"0.104u2","Feb 16, 2006, 00:00 UTC"
"0.104u1","Feb 9, 2006, 00:00 UTC"
"0.104","Feb 5, 2006, 00:00 UTC"
"0.103u5","Feb 2, 2006, 00:00 UTC"
"0.103u4","Jan 26, 2006, 00:00 UTC"
"0.103u3","Jan 19, 2006, 00:00 UTC"
"0.103u2","Jan 10, 2006, 00:00 UTC"
"0.103u1","Jan 4, 2006, 00:00 UTC"
"0.103","Dec 30, 2005, 00:00 UTC"
"0.102u5","Dec 22, 2005, 00:00 UTC"
"0.102u4","Dec 15, 2005, 00:00 UTC"
"0.102u3","Dec 9, 2005, 00:00 UTC"
"0.102u2","Dec 1, 2005, 00:00 UTC"
"0.102u1","Nov 21, 2005, 00:00 UTC"
"0.102","Nov 13, 2005, 00:00 UTC"
"0.101u5","Nov 4, 2005, 00:00 UTC"
"0.101u4","Oct 30, 2005, 00:00 UTC"
"0.101u3","Oct 24, 2005, 00:00 UTC"
"0.101u2","Oct 17, 2005, 00:00 UTC"
"0.101u1","Oct 13, 2005, 00:00 UTC"
"0.101","Oct 8, 2005, 00:00 UTC"
"0.100u4","Oct 6, 2005, 00:00 UTC"
"0.100u3","Sep 29, 2005, 00:00 UTC"
"0.100u2","Sep 22, 2005, 00:00 UTC"
"0.100u1","Sep 16, 2005, 00:00 UTC"
"0.100","Sep 14, 2005, 00:00 UTC"
"0.99u10","Sep 12, 2005, 00:00 UTC"
"0.99u9","Sep 10, 2005, 00:00 UTC"
"0.99u8","Sep 9, 2005, 00:00 UTC"
"0.99u7","Sep 5, 2005, 00:00 UTC"
"0.99u5","Aug 29, 2005, 00:00 UTC"
"0.99u6","Aug 29, 2005, 00:00 UTC"
"0.99u4","Aug 28, 2005, 00:00 UTC"
"0.99u3","Aug 24, 2005, 00:00 UTC"
"0.99u2","Aug 14, 2005, 00:00 UTC"
"0.99u1","Aug 10, 2005, 00:00 UTC"
"0.99","Aug 5, 2005, 00:00 UTC"
"0.98u4","Aug 4, 2005, 00:00 UTC"
"0.98u3","Jul 31, 2005, 00:00 UTC"
"0.98u2","Jul 21, 2005, 00:00 UTC"
"0.98u1","Jul 16, 2005, 00:00 UTC"
"0.98","Jul 10, 2005, 00:00 UTC"
"0.97u5","Jul 8, 2005, 00:00 UTC"
"0.97u4","Jul 2, 2005, 00:00 UTC"
"0.97u3","Jun 26, 2005, 00:00 UTC"
"0.97u2","Jun 20, 2005, 00:00 UTC"
"0.97u1","Jun 9, 2005, 00:00 UTC"
"0.97","Jun 2, 2005, 00:00 UTC"
"0.96u4","May 30, 2005, 00:00 UTC"
"0.96u3","May 24, 2005, 00:00 UTC"
"0.96u2","May 16, 2005, 00:00 UTC"
"0.96u1","May 5, 2005, 00:00 UTC"
"0.96","May 3, 2005, 00:00 UTC"
"0.95u6","Apr 25, 2005, 00:00 UTC"
"0.95u4","Apr 21, 2005, 00:00 UTC"
"0.95u5","Apr 21, 2005, 00:00 UTC"
"0.95u3","Apr 19, 2005, 00:00 UTC"
"0.95u2","Apr 6, 2005, 00:00 UTC"
"0.95u1","Apr 1, 2005, 00:00 UTC"
"0.95","Mar 27, 2005, 00:00 UTC"
"0.94u5","Mar 22, 2005, 00:00 UTC"
"0.94u4","Mar 17, 2005, 00:00 UTC"
"0.94u3","Mar 16, 2005, 12:00 UTC"
"0.94u2","Mar 16, 2005, 00:00 UTC"
"0.94u1","Mar 7, 2005, 00:00 UTC"
"0.94","Mar 5, 2005, 00:00 UTC"
"0.93u3","Mar 4, 2005, 00:00 UTC"
"0.93u2","Mar 2, 2005, 00:00 UTC"
"0.93u1","Mar 1, 2005, 00:00 UTC"
"0.93","Feb 27, 2005, 00:00 UTC"
"0.92u2000","Feb 15, 2005, 00:00 UTC"
"0.92","Feb 12, 2005, 00:00 UTC"
"0.91u2","Feb 2, 2005, 00:00 UTC"
"0.91u1","Jan 30, 2005, 00:00 UTC"
"0.91","Jan 29, 2005, 00:00 UTC"
"0.90u4","Jan 23, 2005, 00:00 UTC"
"0.90u3","Jan 17, 2005, 00:00 UTC"
"0.90u2","Jan 12, 2005, 00:00 UTC"
"0.90u1","Jan 8, 2005, 00:00 UTC"
"0.90","Jan 4, 2005, 00:00 UTC"
"0.89u6","Dec 19, 2004, 00:00 UTC"
"0.89u5","Dec 18, 2004, 00:00 UTC"
"0.89u4","Dec 10, 2004, 00:00 UTC"
"0.89u3","Dec 7, 2004, 00:00 UTC"
"0.89u1","Dec 3, 2004, 00:00 UTC"
"0.89u2","Dec 3, 2004, 00:00 UTC"
"0.89","Nov 24, 2004, 00:00 UTC"
"0.88u7","Nov 22, 2004, 00:00 UTC"
"0.88u6","Nov 17, 2004, 12:00 UTC"
"0.88u5","Nov 17, 2004, 00:00 UTC"
"0.88u4","Nov 12, 2004, 00:00 UTC"
"0.88u3","Nov 7, 2004, 00:00 UTC"
"0.88u2","Nov 1, 2004, 00:00 UTC"
"0.88u1","Oct 28, 2004, 00:00 UTC"
"0.88","Oct 24, 2004, 00:00 UTC"
"0.87u4","Oct 16, 2004, 00:00 UTC"
"0.87u5","Oct 16, 2004, 00:00 UTC"
"0.87u3","Oct 12, 2004, 00:00 UTC"
"0.87u2","Oct 5, 2004, 00:00 UTC"
"0.87u1","Sep 29, 2004, 00:00 UTC"
"0.87","Sep 21, 2004, 00:00 UTC"
"0.86u5","Sep 15, 2004, 00:00 UTC"
"0.86u4","Sep 9, 2004, 00:00 UTC"
"0.86u3","Sep 3, 2004, 00:00 UTC"
"0.86u2","Aug 30, 2004, 00:00 UTC"
"0.86u1","Aug 28, 2004, 00:00 UTC"
"0.86","Aug 22, 2004, 00:00 UTC"
"0.85u3","Aug 21, 2004, 00:00 UTC"
"0.85u2","Aug 14, 2004, 00:00 UTC"
"0.85u1","Aug 11, 2004, 00:00 UTC"
"0.85","Aug 7, 2004, 00:00 UTC"
"0.84u6","Aug 3, 2004, 00:00 UTC"
"0.84u4","Jul 28, 2004, 00:00 UTC"
"0.84u5","Jul 28, 2004, 00:00 UTC"
"0.84u3","Jul 15, 2004, 00:00 UTC"
"0.84u2","Jul 11, 2004, 00:00 UTC"
"0.84u1","Jul 5, 2004, 00:00 UTC"
"0.84","Jul 2, 2004, 00:00 UTC"
"0.83","Jun 5, 2004, 00:00 UTC"
"0.82u3","May 27, 2004, 00:00 UTC"
"0.82u2","May 23, 2004, 00:00 UTC"
"0.82u1","May 13, 2004, 00:00 UTC"
"0.82","May 6, 2004, 00:00 UTC"
"0.81u8","Apr 28, 2004, 00:00 UTC"
"0.81u9","Apr 28, 2004, 00:00 UTC"
"0.81u7","Apr 22, 2004, 00:00 UTC"
"0.81u6","Apr 17, 2004, 00:00 UTC"
"0.81u5","Apr 14, 2004, 00:00 UTC"
"0.81u4","Apr 8, 2004, 00:00 UTC"
"0.81u3","Apr 4, 2004, 00:00 UTC"
"0.81u2","Apr 3, 2004, 00:00 UTC"
"0.81u1","Apr 2, 2004, 00:00 UTC"
"0.81","Apr 1, 2004, 00:00 UTC"
"0.80u3","Mar 29, 2004, 00:00 UTC"
"0.80u2","Mar 28, 2004, 00:00 UTC"
"0.80u1","Mar 11, 2004, 00:00 UTC"
"0.80","Mar 6, 2004, 00:00 UTC"
"0.79u4","Feb 28, 2004, 00:00 UTC"
"0.79u3","Feb 28, 2004, 00:00 UTC"
"0.79u2","Feb 28, 2004, 00:00 UTC"
"0.79u1","Feb 8, 2004, 00:00 UTC"
"0.79","Jan 28, 2004, 00:00 UTC"
"0.78u6","Jan 20, 2004, 00:00 UTC"
"0.78u5","Jan 18, 2004, 00:00 UTC"
"0.78u4","Jan 13, 2004, 00:00 UTC"
"0.78u3","Jan 11, 2004, 00:00 UTC"
"0.78u2","Jan 10, 2004, 00:00 UTC"
"0.78u1","Jan 4, 2004, 00:00 UTC"
"0.78","Dec 25, 2003, 00:00 UTC"
"0.77u3","Dec 13, 2003, 00:00 UTC"
"0.77u2","Nov 30, 2003, 00:00 UTC"
"0.77u1","Nov 20, 2003, 00:00 UTC"
"0.77","Nov 11, 2003, 00:00 UTC"
"0.76u2","Nov 1, 2003, 00:00 UTC"
"0.76u1","Oct 25, 2003, 00:00 UTC"
"0.76","Oct 19, 2003, 00:00 UTC"
"0.75u2","Oct 17, 2003, 00:00 UTC"
"0.75u1","Oct 14, 2003, 00:00 UTC"
"0.75","Oct 12, 2003, 00:00 UTC"
"0.74u2","Oct 6, 2003, 00:00 UTC"
"0.74u1","Sep 23, 2003, 00:00 UTC"
"0.74","Sep 14, 2003, 00:00 UTC"
"0.73","Sep 3, 2003, 00:00 UTC"
"0.72u2","Aug 24, 2003, 00:00 UTC"
"0.72u1","Aug 15, 2003, 00:00 UTC"
"0.72","Aug 9, 2003, 00:00 UTC"
"0.71u2","Jul 11, 2003, 00:00 UTC"
"0.71u1","Jul 7, 2003, 00:00 UTC"
"0.71","Jul 4, 2003, 00:00 UTC"
"0.70u5","Jun 29, 2003, 00:00 UTC"
"0.70u4","Jun 22, 2003, 00:00 UTC"
"0.70u3","Jun 21, 2003, 00:00 UTC"
"0.70u2","Jun 19, 2003, 00:00 UTC"
"0.70u1","Jun 12, 2003, 00:00 UTC"
"0.70","Jun 11, 2003, 00:00 UTC"
"0.69u3","Jun 4, 2003, 00:00 UTC"
"0.69b","Jun 3, 2003, 00:00 UTC"
